"","X","id","listing_url","host_id","host_url","host_name","host_since","host_location","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","country_code","country","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","square_feet","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","jurisdiction_names","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","place"
"127",128,4303323,"https://www.airbnb.com/rooms/4303323",22337575,"https://www.airbnb.com/users/show/22337575","Jerry","10/9/2014","Antwerp, Flanders, Belgium","within a few hours","100%","100%","f","https://a0.muscache.com/im/users/22337575/profile_pic/1412890291/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/22337575/profile_pic/1412890291/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Antwerp, Flanders, Belgium",NA,"Universiteitsbuurt",NA,"Antwerpen","Flanders","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.22239,4.41097,"t","Townhouse","Entire home/apt",4,2,2,4,"Real Bed",NA,"$135.00 ","$700.00 ","$1,680.00 ","$100.00 ","",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",22,48,71,282,"3/21/2020",14,1,"11/29/2014","1/5/2020",95,10,10,10,10,9,9,NA,"f","f","moderate","f","f",1,1,0,0,0.22,"Antwerp"
"128",129,4310567,"https://www.airbnb.com/rooms/4310567",6939922,"https://www.airbnb.com/users/show/6939922","Irina","6/16/2013","Antwerp, Flanders, Belgium","N/A","N/A","88%","f","https://a0.muscache.com/im/users/6939922/profile_pic/1412969704/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/6939922/profile_pic/1412969704/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Antwerp, Flanders, Belgium",NA,"Universiteitsbuurt",NA,"Antwerpen","Flanders","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.22432,4.41492,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$47.00 ","$395.00 ","$1,501.00 ","$0.00 ","$0.00 ",2,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"3/21/2020",109,10,"10/21/2014","9/15/2019",93,10,10,10,10,9,9,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,1.65,"Antwerp"
"129",130,4322521,"https://www.airbnb.com/rooms/4322521",15216532,"https://www.airbnb.com/users/show/15216532","Pascal","5/7/2014","Antwerpen, Vlaanderen, Belgium","within an hour","100%","99%","t","https://a0.muscache.com/im/pictures/user/f66b525e-16ee-45e0-8edc-e65556480652.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/f66b525e-16ee-45e0-8edc-e65556480652.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']","t","t","Antwerp, Flanders, Belgium",NA,"Zuid",NA,"Antwerpen","Flanders","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.20582,4.38771,"t","Apartment","Entire home/apt",8,2,2,4,"Real Bed",NA,"$99.00 ","$770.00 ","$2,750.00 ","$250.00 ","$50.00 ",2,"$35.00 ",2,1125,1,4,100,1125,2,1023,"t",23,47,70,322,"3/21/2020",204,28,"12/27/2014","2/21/2020",97,10,10,10,10,10,10,NA,"f","f","moderate","f","f",1,1,0,0,3.2,"Antwerp"
"130",131,4332020,"https://www.airbnb.com/rooms/4332020",1754396,"https://www.airbnb.com/users/show/1754396","Marleen","2/15/2012","Antwerp, Vlaams Gewest, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/users/1754396/profile_pic/1335342128/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/1754396/profile_pic/1335342128/original.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaams Gewest, Belgium",NA,"Markgrave",NA,"Antwerpen","Vlaams Gewest","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20096,4.40172,"t","Apartment","Entire home/apt",3,1,2,1,"Real Bed",NA,"$41.00 ","","","","$20.00 ",1,"$17.00 ",2,14,2,2,14,14,2,14,"t",0,0,0,0,"3/21/2020",9,0,"8/21/2015","9/16/2018",96,10,10,10,10,9,9,NA,"f","f","strict_14_with_grace_period","f","f",2,2,0,0,0.16,"Antwerp"
"131",132,4364294,"https://www.airbnb.com/rooms/4364294",19591267,"https://www.airbnb.com/users/show/19591267","Idris","8/6/2014","Antwerp, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/users/19591267/profile_pic/1407362668/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/19591267/profile_pic/1407362668/original.jpg?aki_policy=profile_x_medium","",3,3,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id', 'work_email']","t","t","Antwerp, Flanders, Belgium",NA,"Historisch Centrum",NA,"Antwerpen","Flanders","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.21858,4.39654,"t","Apartment","Entire home/apt",2,1,1,0,"Real Bed",NA,"$60.00 ","","","","",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,0,"3/21/2020",546,69,"12/4/2014","1/26/2020",90,10,8,10,10,10,9,NA,"t","f","strict_14_with_grace_period","f","f",2,2,0,0,8.47,"Antwerp"
"132",133,4399227,"https://www.airbnb.com/rooms/4399227",2435217,"https://www.airbnb.com/users/show/2435217","Maja","5/22/2012","Antwerp, Flanders, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/2435217/profile_pic/1337689603/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/2435217/profile_pic/1337689603/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20954,4.41171,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$50.00 ","","","$200.00 ","$15.00 ",2,"$5.00 ",1,1125,1,2,1125,1125,1.3,1125,"t",0,0,0,0,"3/21/2020",12,0,"7/23/2017","2/18/2018",93,10,9,10,10,9,9,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,0.37,"Antwerp"
"133",134,4425751,"https://www.airbnb.com/rooms/4425751",3093188,"https://www.airbnb.com/users/show/3093188","Saskia","7/29/2012","Antwerp, Flanders, Belgium","within an hour","100%","93%","t","https://a0.muscache.com/im/users/3093188/profile_pic/1414338306/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/3093188/profile_pic/1414338306/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Antwerp, Flanders, Belgium",NA,"Stadspark",NA,"Antwerpen","Flanders","2018","Antwerp","Antwerp, Belgium","BE","Belgium",51.20973,4.41594,"t","Apartment","Private room",2,1,1,1,"Real Bed",NA,"$50.00 ","$350.00 ","$850.00 ","$0.00 ","$0.00 ",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,24,54,250,"3/21/2020",96,19,"12/29/2014","8/1/2019",94,10,9,10,10,10,10,NA,"t","f","moderate","f","f",1,0,1,0,1.51,"Antwerp"
"134",135,4444232,"https://www.airbnb.com/rooms/4444232",23065924,"https://www.airbnb.com/users/show/23065924","Christopher","10/28/2014","Antwerp, Flanders, Belgium","within an hour","100%","94%","f","https://a0.muscache.com/im/users/23065924/profile_pic/1414678469/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/23065924/profile_pic/1414678469/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","f","Antwerp, Flanders, Belgium",NA,"Historisch Centrum",NA,"Antwerpen","Flanders","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.22143,4.40283,"t","Apartment","Private room",2,1.5,1,1,"Real Bed",NA,"$40.00 ","","","$100.00 ","$10.00 ",1,"$15.00 ",2,14,2,2,14,14,2,14,"t",29,59,89,356,"3/21/2020",84,16,"12/16/2014","2/24/2020",90,10,9,10,10,10,9,NA,"t","f","moderate","f","f",1,0,1,0,1.31,"Antwerp"
"135",136,4480525,"https://www.airbnb.com/rooms/4480525",23217821,"https://www.airbnb.com/users/show/23217821","Richard","11/1/2014","Antwerp, Flanders, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/23217821/profile_pic/1414944942/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/23217821/profile_pic/1414944942/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Antwerp, Flanders, Belgium",NA,"Eilandje",NA,"Antwerpen","Flanders","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.23562,4.41177,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$40.00 ","$220.00 ","","","",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,0,"3/21/2020",67,0,"1/26/2015","8/5/2017",91,9,10,10,10,9,9,NA,"f","f","flexible","f","f",1,1,0,0,1.07,"Antwerp"
"136",137,4491892,"https://www.airbnb.com/rooms/4491892",7004003,"https://www.airbnb.com/users/show/7004003","Leen","6/19/2013","Antwerp, Flanders, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/7004003/profile_pic/1376338645/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/7004003/profile_pic/1376338645/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Harmonie",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20307,4.40751,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$65.00 ","$390.00 ","$850.00 ","$100.00 ","$15.00 ",2,"$15.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","moderate","f","f",1,1,0,0,NA,"Antwerp"
"137",138,4502646,"https://www.airbnb.com/rooms/4502646",13059720,"https://www.airbnb.com/users/show/13059720","Yara","3/12/2014","Antwerp, Flanders, Belgium","within a few hours","90%","90%","t","https://a0.muscache.com/im/pictures/user/cbb77e44-e809-49ce-9cc2-62769f717e94.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/cbb77e44-e809-49ce-9cc2-62769f717e94.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']","t","f","Antwerpen, Vlaams Gewest, Belgium",NA,"Sint-Andries",NA,"Antwerpen","Vlaams Gewest","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21769,4.39833,"t","Loft","Entire home/apt",4,1,0,2,"Real Bed",NA,"$75.00 ","$400.00 ","","$100.00 ","$15.00 ",2,"$20.00 ",1,1125,1,1,1125,1125,1,1125,"t",29,57,83,344,"3/21/2020",565,96,"12/7/2014","3/4/2020",95,10,10,10,10,10,10,NA,"f","f","moderate","f","f",1,1,0,0,8.77,"Antwerp"
"138",139,4592434,"https://www.airbnb.com/rooms/4592434",23805604,"https://www.airbnb.com/users/show/23805604","Gina","11/16/2014","Kapellen, Flanders, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/users/23805604/profile_pic/1416149486/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/23805604/profile_pic/1416149486/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Antwerp, Flanders, Belgium",NA,"Eilandje",NA,"Antwerpen","Flanders","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.22946,4.40614,"t","Apartment","Entire home/apt",4,2,2,2,"Real Bed",NA,"$150.00 ","","","$250.00 ","$80.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",6,7,7,7,"3/21/2020",59,12,"11/25/2014","3/13/2020",98,10,10,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,0.91,"Antwerp"
"139",140,4690351,"https://www.airbnb.com/rooms/4690351",24250249,"https://www.airbnb.com/users/show/24250249","Lies","11/28/2014","Flanders, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/67fc637f-4ae0-4338-8950-fc7044c0849c.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/67fc637f-4ae0-4338-8950-fc7044c0849c.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id', 'work_email']","t","t","Antwerp, Belgium",NA,"Theaterbuurt-Meir",NA,"Antwerpen","","2000","Antwerp","Antwerp, Belgium","BE","Belgium",51.21513,4.40868,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",NA,"$59.00 ","$350.00 ","$950.00 ","","$19.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",14,23,24,24,"3/21/2020",189,79,"1/19/2015","3/1/2020",97,10,10,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",2,2,0,0,3,"Antwerp"
"140",141,4703827,"https://www.airbnb.com/rooms/4703827",3015779,"https://www.airbnb.com/users/show/3015779","Yuri","7/22/2012","Antwerpen, Vlaams Gewest, Belgium","N/A","N/A","0%","f","https://a0.muscache.com/im/users/3015779/profile_pic/1417352791/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/3015779/profile_pic/1417352791/original.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']","t","t","Antwerpen, Vlaams Gewest, Belgium",NA,"Zurenborg",NA,"Antwerpen","Vlaams Gewest","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20924,4.4251,"t","Apartment","Private room",3,1,1,1,"Pull-out Sofa",NA,"$36.00 ","$180.00 ","$540.00 ","","$9.00 ",1,"$9.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,86,"3/21/2020",16,0,"12/22/2014","1/3/2016",93,9,9,10,10,9,10,NA,"f","f","flexible","f","f",1,0,1,0,0.25,"Antwerp"
"141",142,4726962,"https://www.airbnb.com/rooms/4726962",7685022,"https://www.airbnb.com/users/show/7685022","Nathan","7/23/2013","Antwerp, Flanders, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/7685022/profile_pic/1418214655/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/7685022/profile_pic/1418214655/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews']","t","f","Antwerpen, Vlaams Gewest, Belgium",NA,"Universiteitsbuurt",NA,"Antwerpen","Vlaams Gewest","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21997,4.4079,"t","House","Private room",2,1,1,1,"Real Bed",NA,"$49.00 ","$250.00 ","$800.00 ","","",1,"$0.00 ",3,1125,3,3,1125,1125,3,1125,"t",0,0,0,0,"3/21/2020",13,0,"12/21/2014","11/4/2015",97,9,9,9,10,10,10,NA,"f","f","moderate","f","f",1,0,1,0,0.2,"Antwerp"
"142",143,4733497,"https://www.airbnb.com/rooms/4733497",24249803,"https://www.airbnb.com/users/show/24249803","Michel","11/28/2014","Antwerp, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/05e2e9f8-66cd-4a07-a1ad-9810136d8992.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05e2e9f8-66cd-4a07-a1ad-9810136d8992.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Antwerpen, Vlaams Gewest, Belgium",NA,"Historisch Centrum",NA,"Antwerpen","Vlaams Gewest","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21785,4.39927,"t","House","Entire home/apt",6,1,4,4,"Real Bed",NA,"$190.00 ","$750.00 ","","","",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",25,49,76,336,"3/21/2020",107,21,"1/19/2015","2/23/2020",93,10,9,10,10,10,9,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,1.7,"Antwerp"
"143",144,4808747,"https://www.airbnb.com/rooms/4808747",24767961,"https://www.airbnb.com/users/show/24767961","Sofie","12/12/2014","Antwerp, Flanders, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/24767961/profile_pic/1418416642/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/24767961/profile_pic/1418416642/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews']","t","f","Antwerpen, Vlaams Gewest, Belgium",NA,"Borgerhout Intra Muros Noord",NA,"Antwerpen","Vlaams Gewest","2140","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21723,4.44101,"f","House","Entire home/apt",5,1,2,3,"Real Bed",NA,"$60.00 ","","","","",2,"$10.00 ",1,55,1,1,55,55,1,55,"t",0,0,0,0,"3/21/2020",22,0,"1/2/2015","5/16/2016",90,9,9,10,10,8,9,NA,"f","f","moderate","f","f",1,1,0,0,0.35,"Antwerp"
"144",145,4852878,"https://www.airbnb.com/rooms/4852878",10598905,"https://www.airbnb.com/users/show/10598905","Eddie","12/13/2013","NL","within a few hours","100%","N/A","f","https://a0.muscache.com/im/users/10598905/profile_pic/1418916154/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/10598905/profile_pic/1418916154/original.jpg?aki_policy=profile_x_medium","",6,6,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']","t","f","Antwerpen, Vlaams Gewest, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaams Gewest","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20554,4.41755,"t","Apartment","Entire home/apt",2,1,1,3,"Real Bed",NA,"$25.00 ","$300.00 ","$700.00 ","","",1,"$0.00 ",80,1125,80,80,1125,1125,80,1125,"t",29,59,89,364,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","strict_14_with_grace_period","f","f",6,6,0,0,NA,"Antwerp"
"145",146,4853047,"https://www.airbnb.com/rooms/4853047",10598905,"https://www.airbnb.com/users/show/10598905","Eddie","12/13/2013","NL","within a few hours","100%","N/A","f","https://a0.muscache.com/im/users/10598905/profile_pic/1418916154/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/10598905/profile_pic/1418916154/original.jpg?aki_policy=profile_x_medium","",6,6,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']","t","f","Antwerpen, Vlaams Gewest, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaams Gewest","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20282,4.41345,"t","Apartment","Entire home/apt",2,1,1,2,"Real Bed",NA,"$25.00 ","$300.00 ","$700.00 ","","",1,"$0.00 ",80,1125,80,80,1125,1125,80,1125,"t",29,59,89,364,"3/21/2020",1,0,"2/1/2019","2/1/2019",60,8,4,6,6,8,2,NA,"f","f","strict_14_with_grace_period","f","f",6,6,0,0,0.07,"Antwerp"
"146",147,4853293,"https://www.airbnb.com/rooms/4853293",24968524,"https://www.airbnb.com/users/show/24968524","Wim","12/18/2014","Antwerp, Flanders, Belgium","within a day","100%","50%","f","https://a0.muscache.com/im/pictures/user/944454d5-9001-4b2d-a6aa-be9728d623fc.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/944454d5-9001-4b2d-a6aa-be9728d623fc.jpg?aki_policy=profile_x_medium","",3,3,"['email', 'phone', 'reviews', 'work_email']","t","f","Antwerpen, Vlaams Gewest, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaams Gewest","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21034,4.41771,"t","Loft","Private room",2,1,1,1,"Real Bed",NA,"$109.00 ","$700.00 ","$1,500.00 ","$100.00 ","$0.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",16,46,76,351,"3/21/2020",1,0,"6/22/2015","6/22/2015",80,8,10,10,10,8,10,NA,"f","f","strict_14_with_grace_period","f","f",3,2,1,0,0.02,"Antwerp"
"148",149,4919286,"https://www.airbnb.com/rooms/4919286",17189644,"https://www.airbnb.com/users/show/17189644","Irene","6/24/2014","Antwerp, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/e76a4aac-9054-461c-ba24-02d52ae8300c.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/e76a4aac-9054-461c-ba24-02d52ae8300c.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Antwerpen, Vlaams Gewest, Belgium",NA,"Universiteitsbuurt",NA,"Antwerpen","Vlaams Gewest","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.22243,4.41266,"t","Bed and breakfast","Hotel room",2,0.5,1,1,"Real Bed",NA,"$65.00 ","$350.00 ","","","",2,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",13,33,52,295,"3/21/2020",51,9,"1/5/2016","1/19/2020",92,10,10,10,10,9,9,NA,"t","f","moderate","f","f",2,0,0,0,0.99,"Antwerp"
"149",150,4980368,"https://www.airbnb.com/rooms/4980368",25674863,"https://www.airbnb.com/users/show/25674863","Sam","1/6/2015","Antwerp, Flanders, Belgium","within a few hours","100%","17%","f","https://a0.muscache.com/im/pictures/user/03840bf4-55e4-404b-81be-5e8343099388.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/03840bf4-55e4-404b-81be-5e8343099388.jpg?aki_policy=profile_x_medium","",3,3,"['email', 'phone', 'reviews', 'work_email']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Zurenborg",NA,"Antwerpen","Vlaanderen","2600","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20579,4.43136,"t","Apartment","Entire home/apt",6,1,2,4,"Real Bed",NA,"$85.00 ","","$1,300.00 ","$500.00 ","$0.00 ",2,"$12.00 ",7,1125,7,7,1125,1125,7,1125,"t",0,0,0,27,"3/21/2020",6,0,"4/5/2016","4/20/2018",100,10,10,10,10,10,10,NA,"f","f","moderate","f","f",2,2,0,0,0.12,"Antwerp"
"150",151,4985922,"https://www.airbnb.com/rooms/4985922",25701603,"https://www.airbnb.com/users/show/25701603","Nadi","1/6/2015","Antwerp, Flanders, Belgium","within a few hours","100%","67%","f","https://a0.muscache.com/im/pictures/user/b4a58c36-94e8-4f55-813c-fed5038c05b1.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b4a58c36-94e8-4f55-813c-fed5038c05b1.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews']","t","f","Antwerpen, Vlaams Gewest, Belgium",NA,"Theaterbuurt-Meir",NA,"Antwerpen","Vlaams Gewest","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21011,4.40581,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",NA,"$75.00 ","","","","",1,"$0.00 ",2,30,2,2,30,30,2,30,"t",0,16,42,311,"3/21/2020",30,4,"5/26/2015","1/2/2020",91,9,9,10,10,9,9,NA,"f","f","flexible","f","f",1,1,0,0,0.51,"Antwerp"
"151",152,5020599,"https://www.airbnb.com/rooms/5020599",13357011,"https://www.airbnb.com/users/show/13357011","Liselotte","3/20/2014","Antwerp, Flanders, Belgium","within a few hours","75%","57%","f","https://a0.muscache.com/im/pictures/user/d13e3346-3348-4511-a07e-4b00268a52bf.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d13e3346-3348-4511-a07e-4b00268a52bf.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaams Gewest, Belgium",NA,"Theaterbuurt-Meir",NA,"Antwerpen","Vlaams Gewest","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21687,4.40709,"t","Loft","Entire home/apt",2,1,0,1,"Real Bed",NA,"$99.00 ","$599.00 ","$1,830.00 ","$250.00 ","$35.00 ",1,"$5.00 ",7,1125,7,7,1125,1125,7,1125,"t",29,57,57,326,"3/21/2020",43,1,"2/2/2015","12/18/2019",98,10,10,10,10,10,10,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,0.69,"Antwerp"
